SBA FRANCHISE IDENTIFIER CODE|BRAND|MEETS FTC DEFINITION OF A FRANCHISE?|IS AN  ADDENDUM NEEDED?|SBA ADDENDUM - Form 2462|SBA NEGOTIATED ADDENDUM|SBA FRANCHISE IDENTIFIER CODE Start Date|ZXA4
S5353|Sunstone Yoga / SunstoneFIT|Y||||4/29/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S5120|Suntek|Y|Y|Y|N|4/10/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease may not be executed.
S1510|SUNWIZE|Y|Y|Y|N|10/1/2017|
S1645|Super 8 by Wyndhan|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S2284|Super Bowls|Y|Y|Y|N|10/1/2017|
S5440|SUPER CHIX Chicken & Custard|Y|Y|Y|N|5/13/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed.
S1511|SUPER LAUNDRY|Y|Y|Y|N|10/1/2017|
S6036|Super Mex - Franchise Agreement|Y|Y|Y|N|10/16/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed/required.
S6037|Super Mex - License Agreement|Y|Y|Y|N|10/16/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed/required.
S6724|Super Soakers Power Washing|Y|Y|Y|N|7/22/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S2962|Super Subby's|Y|Y|Y|N|4/16/2018|
S2283|Super Wash|Y|Y|Y|N|10/1/2017|
S1648|Supercuts|Y|Y||Y|10/1/2017|
S5647|SuperGlass Windshield Repair|Y|Y|Y|N|6/30/2020|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S1646|SuperGreen Solutions|Y|Y||Y|10/1/2017|
S2285|Superior Fence and Rail|Y|Y|Y|N|1/1/2017|
S6272|Superior Insurance|Y|Y|Y|N|1/31/2021|
S2544|Superior Play Systems|Y|Y|Y|N|2/14/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease Agreement may not be executed.
|Superior Self Storage (Trademark License Agreement)|N|N|||6/26/2018|
S1649|Superior Walls|Y|Y|Y|N|10/1/2017|
S2429|Superior Wash|Y|Y|Y|N|1/17/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S5250|SuperSlow Zone|Y||||4/20/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S1647|SuperTots Sports Academy|Y|Y||Y|10/1/2017|
|SUPERVALU|N|N|||10/1/2017|
|Supervalue Supply|N|N|||10/1/2017|
S6620|Supply Pointe|Y|Y|Y|N|5/21/2021|
S1650|Supporting Strategies|Y|Y||Y|10/1/2017|
|Supportworks, Inc. - U.S. Distributor Agreement|N|N|||9/17/2019|
S3966|Supreme Burger|Y|Y|Y|N|3/11/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider/Rider & Special Stipulations may not be executed.
S6378|Supreme Fish Delight|Y|Y|Y|N|3/2/2021|
S4512|Supreme Oil Co (Exxon Mobil Branded Supply Agreement|Y|Y|Y|N|9/10/2019|Distributor may not file anything against the SBA Real Estate Collateral
S4183|Supreme Oil Co (Sinclair) Branded Supply Agreement|Y|Y|Y|N|5/7/2019|Distributor may not file anything against the SBA Real Estate Collateral
S2951|Surcheros Fresh Grill|Y|Y|Y|N|4/16/2018|
S2322|SureStay|Y|Y|Y|N|3/30/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S1651|Surf City Squeeze|Y|Y|Y|N|10/1/2017|
S6495|Surf'N'Fries|Y|Y|N|Y|4/15/2021|Only the negotiated addendum may be used.
S2397|Surf's Up Fitness|Y|Y|Y|N|1/1/2018|
S6273|Surf's Up Restaurant|Y|Y|Y|N|1/31/2021|1. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed. 2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S3888|Surface Experts|Y|Y|Y|N|2/20/2019|
S3760|Surface Specialists|Y|Y|Y|N|12/11/2018|
S4822|Surge Park Adventure - License, Service & Marketing Agreement|Y|Y|Y|N|2/4/2020|
S6001|Surveillance Secure|Y|Y|Y|N|10/1/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.
S2287|Sushi Fork|Y|Y|Y|N|10/1/2017|
S5729|Sushi Freak|Y|Y|Y|N|7/17/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the franchisee may not execute the Lease Rider and Site Selection Addendum.
S3812|Sushi Sake|Y|Y|Y|N|12/19/2018| When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed. 
S6492|Suspiros Cakes|Y|Y|Y|N|4/9/2021|
S6821|Susser Petroleum Operating Company, LLC (Citgo) Fuel Supply Agreement|Y|Y|Y|N|9/2/2021|Distributor may not file anything against the SBA Real Estate Collateral with the exception of a Mortgage/Deed of Trust (SBA Approved Version) or UCC (Fixtures) Financing Statement (Purchase Money Security Interest) for money advanced by Distributor for site improvements, which, except for the UCC (PMSI) and fixture filing, MUST be subordinate to any SBA financing interest.  Distributor may also file a Memorandum of Right of First Refusal against the SBA Collateral Real Estate.
|Suzuki Motor of America, Inc. (SMAI) (Suzuki Marine Dealer Sales and Service Agreement)|N|N|||4/4/2018|
S6794|Suzuki Motor USA, LLC - Suzuki Powersports Dealer Sales and Service Agreement|Y|Y|Y|N|8/26/2021|
S3377|Suzuki Motorcycle/ATV Dealer Agreement|Y|N|||8/7/2018|
S1512|SVN|Y|Y|Y|N|10/1/2017|
S3733|Swati Enterprises Inc.(Valero)  Product Supply Agreement|Y|Y|Y|N|11/27/2018|Distributor may not file anything against the SBA Real Estate Collateral
S6866|Swati Enterprises, Inc (Shell) Motor Fuel Supply and Purchase Agreement|Y|Y|Y|N|9/23/2021|Distributor may not file anything against the SBA Real Estate Collateral
S4524|Sweat440|Y|Y|Y|N|9/10/2019|
S4948|Sweatheory|Y|Y|Y|N|3/17/2020|"1. If Applicant also operates under a management or similar agreement with a third party (e.g., Purchased Services Compliance and Indemnity Agreement) (hereinafter ""Agreement""), Lender/CDC must review the Agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  3. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Option to Obtain Lease Assignment may not be used."
S1652|Sweet & Sassy|Y|Y||Y|10/1/2017|
S1653|Sweet Arleen's|Y|Y|Y|N|10/1/2017|
S2961|Sweet Charlie's|Y|Y|Y|N|4/16/2018|
S5164|Sweet Factory|Y|Y|Y|N|4/14/2020|1. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S3539|Sweet Jesus|Y|Y|Y|N|9/24/2018|
S3073|Sweet Paris Creperie & Cafe|Y|Y|Y|N|5/8/2018|
S1513|SWEET PEPPERS DELI|Y|Y|Y|N|10/1/2017|
S3655|Sweet Rolled Tacos|Y|Y|Y|N|11/6/2018|
S5716|Sweet Samba License Agreement|Y|Y|Y|N|7/15/2020|
S3477|Sweet Tooth Fairy|Y|Y|Y|N|9/5/2018|
S3355|Sweetberry Bowls|Y|Y|Y|N|7/31/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S1654|SweetDuet Frozen Yogurt|Y|Y|Y|N|10/1/2017|
S2019|sweetFrog|Y|Y||Y|10/1/2017|
S2686|Sweethoney Dessert|Y|Y|Y|N|2/28/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S4290|Sweets4Treats|Y|Y|Y|N|6/18/2019|
S2091|Sweetwaters Coffee & Tea|Y|Y|Y|N|4/30/2017|
S6684|SWET|Y|Y|Y|N|7/1/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.
S6130|Swift Pro. LLC  DBA Swift Fuel - Dealer Agreement|Y|Y|Y|N|12/3/2020|Distributor may not file anything against the SBA Real Estate Collateral
S1655|SwimLabs|Y|Y||Y|10/1/2017|
S1656|Swimtastic Swim School|Y|Y||Y|10/1/2017|
S1657|Swirls and Twirls|Y|Y|Y|N|10/1/2017|
S1514|SWISHER HYGIENE|Y|Y|Y|N|10/1/2017|
S1515|SWISS FARMS|Y|Y|Y|N|10/1/2017|
S3315|Sydnee's Pet Grooming|Y|Y|Y|N|7/24/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed.
S1658|Sylvan Learning|Y|Y||Y|10/1/2017|
S1516|SYNERGY HomeCare|Y|Y||Y|10/1/2017|
|Syngenta Seeds, Inc. - Sales and Distribution Agreement|N|N|||7/13/2020|
S4212|System of Strength|Y|Y|Y|N|5/21/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Real Estate Option to Purchase may not be executed.
S1659|System4|Y|Y||Y|10/1/2017|
S4346|T-SWIRL CREPE|Y|Y|Y|N|7/2/2019|1. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 2. Franchisor may not file anything against SBA real estate collateral.
S6798|T.A.C.T.|Y|Y|N|Y|8/26/2021|Only the negotiated addendum may be used.
S6534|T.C. Fuels, L.P (Exxon/Mobil/Chevron/Texaco/Conoco/Phillips/Sinclair) Fuel Supply Agreement|Y|Y|Y|N|4/23/2021|Distributor may not file anything against the SBA Real Estate Collateral
S4404|T.C. Fuels, L.P (Valero) Fuel Supply Agreement|Y|Y|Y|N|7/16/2019|Distributor may not file anything against the SBA Real Estate Collateral
|T.H.E. Insurance Company - Broker Placement Agreement|N|N|||11/20/2018|
S4848|T.T. Cleaning|Y|Y|Y|N|2/11/2020|
S2784|Tabu Shabu|Y|Y|Y|N|3/22/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum document may not be executed.
S1704|Taco Bell|Y|Y||Y|10/1/2017|
S1660|TACO BUENO|Y|Y|Y|N|10/1/2017|
S2052|Taco Bus|Y|Y|Y|N|10/1/2017|
S3418|Taco Casa|Y|Y|Y|N|8/21/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Rider may not be executed.
S1705|Taco Del Mar|Y|Y|Y|N|10/1/2017|
S4134|Taco del Sol (Montana only)|Y|Y|Y|N|4/22/2019|
S1706|Taco John's|Y|Y||Y|10/1/2017|
S1707|Taco Maker Mexican Grill|Y|Y||Y|10/1/2017|
S5289|Taco Sombrero|Y||||4/22/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S1708|Taco Taco|Y|Y|Y|N|10/1/2017|
S6351|TacoMoli/Taco Rico|Y|Y|Y|N|2/22/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Agreement with Landlord may not be executed.
S2737|Tacos 4 Life Grill|Y|Y|Y|N|3/9/2018|
S1709|TacoTime|Y|Y|Y|N|10/1/2017|
S6845|Taffer's Tavern|Y|Y|N|Y|9/16/2021|Only the negotiated addendum may be used.
S1711|Tailored Living|Y|Y|Y|N|10/1/2017|
S1710|TailWaggers Doggy Daycare|Y|Y||Y|10/1/2017|
S3083|Take 5 Oil Change |Y|Y|Y|N|5/8/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease, Consent and Agreement of Lessor, or Sublease may not be executed.
S2445|Talem Home Care|Y|Y|Y|N|1/17/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Agreement Rider may not be executed.
S2943|Talk N Fix – Cart, Kiosk and Management, License and Guaranty Agreement|Y|Y|Y|N|4/16/2018|
S3490|TALK TO THE CAMERA|Y|Y|Y|N|9/10/2018|
S1661|TALKING BOOK WORLD|Y|Y|Y|N|10/1/2017|
|Talon Financial Services, LLC - Producer's Agreement|N|N|||2/11/2020|
S5489|Tan Republic|Y|Y|Y|N|5/19/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the franchisee may not execute the Franchise Premises Lease Agreement Rider.
S1662|TANWORLD|Y|Y|Y|N|10/1/2017|
S1712|Tap House Grill Addictive Food/Creative Brews|Y|Y||Y|10/1/2017|
S3131|Tapestry Collection by Hilton|Y|Y|Y|N|5/22/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S5439|TAPinto|Y|Y|Y|N|5/13/2020|
S6045|Tapioca Express|Y|Y|Y|N|10/21/2020|
S1714|TapouT Fitness|Y|Y||Y|10/1/2017|
S1713|TapSnap|Y|Y||Y|10/1/2017|
S4158|Tapville Station|Y|Y|Y|N|4/30/2019|
S6447|Taqueria del Sol|Y|Y|Y|N|3/29/2021|
S4791|Taqueria Los Comales - License Agreement|Y|Y|Y|N|1/14/2020|
S6755|Target Petroleum, LLC  (Chevron / Texaco / Marathon / Citgo)  - Petroleum Product Supply Agreement|Y|Y|Y|N|8/5/2021|Distributor may not file anything against the SBA Real Estate Collateral
S2481|Taste Buds Kitchen|Y|Y|Y|N|1/30/2018|1.  When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.  2.  Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S1715|Taste of Mediterranean|Y|Y||Y|10/1/2017|
S3117|Tastea Fresh Smoothies and Teas|Y|Y|Y|N|5/22/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Option to Obtain Lease may not be executed.
S4706|Tastebuds Popcorn - License Agreement|Y|Y|Y|N|11/19/2019|
S1716|Tasti D-Lite|Y|Y|Y|N|10/1/2017|
|Tasty Baking Company (Distributor's Agreement)|N|N|||3/9/2018|
S1717|Tasty Image The World Of Your Chocolate|Y|Y|Y|N|10/1/2017|
S5844|Tasty Pot - Trademark License Agreement|Y|Y|Y|N|8/13/2020|
S5308|Tax Care|Y|Y|Y|N|4/23/2020|1. When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Option for Assignment of Lease may not be executed.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S1663|TAX CENTERS OF AMERICA|Y|Y|Y|N|10/1/2017|
S1718|Tax Tiger|Y|Y|Y|N|10/1/2017|
S4878|Tay Ho Oakland - License and Requirements Agreement|Y|Y|Y|N|2/19/2020|
S2770|Taylor Andrews Hair Academy|Y|N|||3/22/2018|
S6740|Taylor Rental - Franchise and Renewal Franchise Agreement|Y|Y|Y|N|7/29/2021|
S2398|Taziki's Mediterranean Cafe|Y|Y||Y|1/1/2018|
S5742|TC2GO|Y|Y|Y|N|7/22/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the franchisee may not execute the Lease Addendum.
S1664|TCBY|Y|Y|Y|N|10/1/2017|
|TCC|N||||5/1/2018|
S2435|Tea 2 Go|Y|Y|Y|N|1/17/2018|
S6600|Teaberry Painting|Y|Y|Y|N|5/14/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S2289|Teaja Tea/Teaja Tea Bar Outlet/Teaja Tea Market Outlet|Y|Y|Y|N|10/1/2017|
S6823|TEAlicious|Y|Y|Y|N|9/2/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, neither the Lease Agreement Rider nor the Collateral Assignment of Lease may be used.
S1719|Team Blue Hand Car Wash & Detail|Y|Y||Y|10/1/2017|
S2399|Team Combat|Y|Y|Y|N|1/1/2018|
S5706|TEAM Referral Network|Y|Y|Y|N|7/13/2020|
S4988|Team SEPI A Painting Company|Y|Y|Y|N|3/31/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.
S1720|TeamLogic IT|Y|Y|Y|N|10/1/2017|
S5227|Teams of Tomorrow|Y|Y|Y|N|4/18/2020|
S3572|Teapioca Lounge|Y|Y|Y|N|10/10/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S5789|Teapresso - License Agreement|Y|Y|Y|N|7/29/2020|
S3659|Teaspoon|Y|Y|Y|N|11/6/2018|
S1665|TECHNA-GLASS|Y|Y|Y|N|10/1/2017|
|Technologies Element - Distribution Contract|N|N|||10/23/2020|
S1721|Teddy's Bigger Burgers|Y|Y|Y|N|10/1/2017|
S6867|TEGG|Y|Y|Y|N|9/23/2021|
|TEI Rock Drills, Inc. - Distribution Agreement|N|N|||9/16/2021|
S2691|TEKKEEZ Tech Repair|Y|Y|Y|N|2/28/2018|
|Teknion - Memorandum of Understanding|N|N|||4/16/2018|
S5310|Temp Force, Inc. d/b/a Accustaff|Y||||4/23/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S1722|TemperaturePro|Y|Y||Y|10/1/2017|
S6084|Tender's Chicken|Y|Y|Y|N|11/10/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum & Collateral Assignment of Lease may  not be executed.
S2290|Teri Yaki Grill|Y|Y|Y|N|10/1/2017|
S1723|Teriyaki Experience|Y|Y|Y|N|10/1/2017|
S1724|Teriyaki Madness|Y|Y||Y|10/1/2017|
|Tern Overland - Sale Agreement|N|N|||9/10/2020|
S4769|Tesoro Refining & Marketing Company, LLC (Exxon Mobil)  Wholesale Marketer Agreement|Y|Y||Y|12/26/2019|Distributor may not file anything against the SBA Real Estate Collateral
S4800|Tesoro Refining & Marketing Company, LLC (Exxon Mobil) Retail Sales Agreement|Y|Y|N|Y|1/22/2020|Distributor may not file anything against the SBA Collateral Real Estate with the exception of the SBA approved Memorandum of Fuel Agreement that is limited to ROFR rights
S2655|Tesoro Refining & Marketing Company, LLC (Shell) Retail Sales Agreement|Y|Y||Y|2/21/2018|Distributor may not file anything against the SBA Real Estate Collateral with the exception of an SBA approved Memorandum of Fuel Agreement limited to ROFR rights.
S6558|Texadelphia|Y|Y|Y|N|4/29/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S5126|Texas Roadhouse|Y||||4/10/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
|Texas State Optical|N|N|||10/1/2017|
S6696|Texas Strength Systems|Y|Y|Y|N|7/8/2021|
S4732|Texmo Oil Company (76 Brand) Fuel Supply Agreement|Y|Y|Y|N|12/3/2019|Distributor may not file anything against the SBA Real Estate Collateral
S4271|Textron Specialized Vehicle, Inc. - U.S. Dealer Agreement|Y|Y|Y|N|6/11/2019|
S6575|Tez Wingz|Y|Y|Y|N|5/3/2021|
S6676|TG The Gym - Individual Gym License|Y|Y|Y|N|6/24/2021|
S5928|TGA Premier Sports|Y|Y|Y|N|9/10/2020|
S1666|TGI Fridays|Y|Y|Y|N|10/1/2017|
S1725|Thai Express|Y|Y|Y|N|10/1/2017|
S6748|That 1 Painter|Y|Y|Y|N|7/29/2021|
S4151|THAT Burger Spot|Y|Y|Y|N|4/30/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease Agreement may not be executed.
S6300|THAT’S THE CATCH|Y||||2/5/2021|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S1726|The Academy for Salon Mastery|Y|Y||Y|10/1/2017|
S3608|The All American Steakhouse & Sports Theater|Y|Y|Y|N|10/23/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Conditional Assignment & Assumption of Lease may not be executed.
S1727|The Alternative Board/TAB|Y|Y||Y|10/1/2017|
|The Andover Companies - Agency Agreement|N|N|||2/11/2020|
S3454|The Ark Pet Spa & Hotel|Y|Y|Y|N|9/5/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease, Collateral Assignment of Lease or the Subordination, Non-disturbance & Attornment Agreement may not be executed.
S1728|The Athlete's Foot|Y|Y|Y|N|10/1/2017|
|The Auto Club Group, Inc.- Independent Agency Agreement|N|N|||9/10/2018|
S2400|The Baked Bear|Y|Y|Y|N|1/1/2018|
S1729|The Bar Method|Y|Y||Y|10/1/2017|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S1731|The Barker Lounge|Y|Y||Y|10/1/2017|
S1732|The Barre Code (fka Barre Bee Fit)|Y|Y||Y|10/1/2017|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S4085|The Barrington School|Y|Y|Y|N|4/9/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.
S6453|The Best Stop Cajun Market|Y|Y|Y|N|3/31/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum and Collateral Assignment of Lease may not be executed.
S1733|The Big Salad|Y|Y|Y|N|10/1/2017|
S5301|The Blind Guy|Y||||4/23/2020|This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of the program.
S3455|The Blue Fish|Y|Y|Y|N|9/5/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Mandatory Addendum to Lease Agreement may not be executed.
S6399|The Boardroom Salon for Men|Y||||3/9/2021|1. Lender/CDC must obtain an affidavit signed by Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women. Contract franchise@sba.gov for a template of the affidavit. 2. This brand is only eligible for loans under the Paycheck Protection Program and will be listed only for the duration of that program.
S4148|The Boiling Crab|Y|Y|Y|N|4/30/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S1667|THE BRA SPECIALIST|Y|Y|Y|N|10/1/2017|
S1734|The Brass Tap|Y|Y||Y|10/1/2017|
S2788|The Brick Paver Doctor|Y|Y|Y|N|3/22/2018|
S5769|The Brickkicker|Y|Y|Y|N|7/24/2020|
S2841|The Brothers that just do Gutters|Y|Y|Y|N|4/4/2018|
S6703|The Bubble Tap Trailer|Y|Y|Y|N|7/8/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with the SOP 50 10.
S1735|The Buffalo Spot|Y|Y||Y|10/1/2017|
S2559|The Camp Transformation Center|Y|Y|Y|N|2/14/2018|
S1736|The Casual Pint|Y|Y|Y|N|10/1/2017|
|The Charles Machine Works, Inc. d/b/a Ditch Witch - Dealer Sales and Service Agreement|N|N|||4/10/2020|
S4590|The Chef Agency|Y|Y|Y|N|10/8/2019|
S1668|THE CHOCOLATE MARTINI BAR|Y|Y|Y|N|10/1/2017|
S1669|THE CLAM DIGGER|Y|Y|Y|N|10/1/2017|
S1737|The Cleaning Authority|Y|Y||Y|10/1/2017|
S4277|The Closet Trading Company|Y|Y|Y|N|6/11/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Addendum may not be executed.
S1738|The Coffee Beanery|Y|Y|Y|N|10/1/2017|
S6367|The Collision Shop|Y|Y|Y|N|2/25/2021|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Sublease may not be used.
S2053|The Coop|Y|Y|Y|N|10/1/2017|
S1739|The Counter|Y|Y|Y|N|10/1/2017|
S6267|The Custard Stand|Y|Y|Y|N|1/31/2021|
S1740|The Dailey Method|Y|Y||Y|10/1/2017|
S2292|The Dapper Doughnut|Y|Y|Y|N|9/1/2017|
S3090|The Dentist's Choice|Y|N|||5/8/2018|
S5562|The Dinner Detective|Y|Y|Y|N|6/5/2020|
S6433|The Doan Group|Y|Y|Y|N|3/25/2021|
S1741|The Dog Stop|Y|Y|Y|N|10/1/2017|
S3002|The Dog Wizard|Y|Y|Y|N|4/24/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S6778|The Dolly Llama|Y|Y|Y|N|8/19/2021|1.  When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Option to Obtain Lease Assignment may not be executed.  2. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with the SOP 50 10.
S3710|The Doner & Gyros Hub|Y|Y|Y|N|11/20/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Tri-Party Agreement may not be executed.
S2080|The Donut Bar|Y|Y||Y|7/25/2017|
S2546|The Donut Experiment|Y|Y|Y|N|2/14/2018|1.  When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.  2.Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
|The Donut Hole - License Agreement|N|N|||1/28/2020|
S4413|The Driveway Company|Y|Y|Y|N|7/23/2019|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S3621|The Eco Laundry Company|Y|Y|Y|N|10/30/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S1742|The Egg & I|Y|Y|Y|N|10/1/2017|
S1670|THE END RESULT|Y|Y|Y|N|10/1/2017|
S1743|The Entrepreneur's Source|Y|Y||Y|10/1/2017|
S1671|THE ESKIMO HUT|Y|Y|Y|N|10/1/2017|
|The ESP Guitar Company - Authorized Independent Dealer Agreement|N|N|||4/15/2021|
S1744|The Exercise Coach|Y|Y||Y|10/1/2017|
S1745|The Extreme Pita|Y|Y|Y|N|10/1/2017|
S4937|The Farm House|Y|Y|Y|N|3/10/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Rider to Lease may not be executed.
S1746|The File Depot|Y|Y||Y|10/1/2017|
S3703|The Finishing School|Y|Y|Y|N|11/20/2018|
S6002|The Fishin' Pig - Trade Agreement|Y|Y|Y|N|10/1/2020|
S1747|The Flame Broiler The Rice Bowl King|Y|Y||Y|10/1/2017|
|The Flood Insurance Agency Inc - Retail Agent/Broker Agreement|N|N|||2/5/2019|
S4752|The Flood Team|Y|Y|Y|N|12/17/2019|
S1749|The Flying Biscuit Cafe|Y|Y||Y|10/1/2017|
S1750|The Flying Locksmiths|Y|Y||Y|10/1/2017|
S2455|The Gents Place|Y|Y||Y|1/24/2018|Lender/CDC must obtain an affidavit signed by the Applicant that the business is open to both men and women and document their file with evidence that the facility is open to both men and women, such as appropriate bath/locker rooms, or documented membership demographics. Contact franchise@sba.gov for a template of the affidavit.
S1752|The Glass Guru|Y|Y||Y|10/1/2017|
S1753|The Goddard School|Y|N|||10/1/2017|
S3652|The Gout Medic|Y|Y|Y|N|11/6/2018|
S1754|The Gravity Vault|Y|Y|Y|N|10/1/2017|
S4602|The Great American Bagel|Y|Y|Y|N|10/16/2019|
S3535|The Great American Barbershop|Y|Y|Y|N|9/24/2018|
S1755|The Great Frame Up|Y|Y|Y|N|10/1/2017|
S2554|The Great Greek Mediterranean Grill|Y|Y|Y|N|2/14/2018|
S4850|The Green Farm Juicery|Y|Y|Y|N|2/11/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Addendum to Lease & Collateral Assignment of Lease may not be executed.
S1756|The Greene Turtle|Y|Y||Y|10/1/2017|
S1757|The Ground Pat'i|Y|Y||Y|10/1/2017|
